ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc00590	ABC-F family ATP-binding cassette domain-containing protein(SM2011_RS20220)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,			KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:ABC transporter,NP_BIND:ATP,REGION:Disordered,
SMa0136	AI-2E family transporter(SM2011_RS00370)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002549:Uncharacterised protein family UPF0118,				KW-0472~Membrane,	KW-0812~Transmembrane,				COMPBIAS:Acidic residues,REGION:Disordered,TRANSMEM:Helical,
SMc04297	ANTAR domain-containing response regulator(SM2011_RS24320)	Sinorhizobium meliloti 2011			GO:0003723~RNA binding,	IPR005561:ANTAR domain,IPR008327:Signal transduction response regulator, antiterminator,IPR011006:CheY-like superfamily,	PIRSF036382:response regulator antiterminator,	SM01012:SM01012,							DOMAIN:ANTAR,
SMc04147	APC family permease(SM2011_RS14865)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR002293:Amino acid/polyamine transporter I,				KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SM_b21206	ATP-binding cassette domain-containing protein(SM2011_RS10975)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,							DOMAIN:ABC transporter,NP_BIND:ATP,
SMc01903	ATP-dependent Clp endopeptidase proteolytic subunit ClpP(clpP)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,	IPR001907:ClpP,IPR018215:ClpP, active site,IPR023562:Clp protease proteolytic subunit /Translocation-enhancing protein TepA,				KW-0963~Cytoplasm,			KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		ACT_SITE:Nucleophile,
SMc02694	ATP-dependent Clp protease adapter ClpS(clpS)	Sinorhizobium meliloti 2011	GO:0006508~proteolysis,GO:0030163~protein catabolic process,			IPR003769:Adaptor protein ClpS, core,IPR014719:Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like,IPR022935:ATP-dependent Clp protease adaptor protein ClpS,
SMc02433	ATP-dependent chaperone ClpB(clpB)	Sinorhizobium meliloti 2011	GO:0009408~response to heat,GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0008233~peptidase activity,	IPR001270:Chaperonin ClpA/B,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR004176:Clp, N-terminal,IPR017730:Chaperonin ClpB,IPR018368:Chaperonin ClpA/B, conserved site,IPR019489:Clp ATPase, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM01086:SM01086,	KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,KW-0677~Repeat,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0378~Hydrolase,KW-0645~Protease,		DOMAIN:Clp R,NP_BIND:ATP 1,NP_BIND:ATP 2,REGION:C-terminal,REGION:Linker,REGION:NBD1,REGION:NBD2,REGION:Repeat 1,REGION:Repeat 2,
SMc02575	ATP-dependent protease subunit HslV(hslV)	Sinorhizobium meliloti 1021	GO:0051603~proteolysis involved in cellular protein catabolic process,	GO:0005839~proteasome core complex,GO:0009376~HslUV protease complex,	GO:0004298~threonine-type endopeptidase activity,GO:0046872~metal ion binding,	IPR001353:Proteasome, subunit alpha/beta,IPR022281:ATP-dependent protease, HslV subunit,IPR023333:Proteasome B-type subunit,				KW-0963~Cytoplasm,		KW-0479~Metal-binding,KW-0915~Sodium,	KW-0021~Allosteric enzyme,KW-0378~Hydrolase,KW-0645~Protease,KW-0888~Threonine protease,		METAL:Sodium; via carbonyl oxygen,
SM_b20759	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG(phnG)	Sinorhizobium meliloti 1021	GO:0015716~organic phosphonate transport,GO:0019634~organic phosphonate metabolic process,		GO:0061693~alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity,	IPR009609:Phosphonate metabolism PhnG,							KW-0808~Transferase,
SMc00277	Aminotran_5 domain-containing protein(SMc00277)	Sinorhizobium meliloti 1021			GO:0003824~catalytic activity,	IPR000192:Aminotransferase, class V/Cysteine desulfurase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,						KW-0663~Pyridoxal phosphate,			DOMAIN:Aminotran_5,
SMc02888	AraC family transcriptional regulator(SM2011_RS15410)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,	IPR009057:Homeodomain-like,IPR018060:DNA binding HTH domain, AraC-type,IPR018062:HTH domain AraC-type, conserved site,IPR020449:Transcription regulator HTH, AraC- type,		SM00342:HTH_ARAC,					KW-0238~DNA-binding,		DOMAIN:HTH araC/xylS-type,
SMc00679	AraC family transcriptional regulator(SM2011_RS28095)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,	IPR009057:Homeodomain-like,IPR009594:Transcription regulator HTH, AraC, N-terminal,IPR018060:DNA binding HTH domain, AraC-type,		SM00342:HTH_ARAC,							DOMAIN:HTH araC/xylS-type,
SM_b20725	C4-dicarboxylate ABC transporter(C770_RS26665)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,		IPR009936:Protein of unknown function DUF1468,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SM_b20611	C4-dicarboxylate transporter(C770_RS26250)	Sinorhizobium meliloti GR4	GO:0006835~dicarboxylic acid transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015293~symporter activity,	IPR001991:Sodium:dicarboxylate symporter,IPR018107:Sodium:dicarboxylate symporter, conserved site,IPR023954:C4-dicarboxylate transport protein,			KW-0769~Symport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TOPO_DOM:Cytoplasmic,TOPO_DOM:Periplasmic,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=10,TRANSMEM:Helical; Name=11,TRANSMEM:Helical; Name=12,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,TRANSMEM:Helical; Name=8,TRANSMEM:Helical; Name=9,
SM_b20838	Calcium binding protein(SM_b20838)	Sinorhizobium meliloti 1021			GO:0005509~calcium ion binding,	IPR001343:Haemolysin-type calcium-binding repeat,IPR011049:Serralysin-like metalloprotease, C-terminal,IPR018511:Hemolysin-type calcium-binding conserved site,
SMa0769	Cbb3-type cytochrome c oxidase subunit(fixP2)	Sinorhizobium meliloti 1021	GO:0006119~oxidative phosphorylation,GO:0006811~ion transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070469~respiratory chain,	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0020037~heme binding,	IPR004678:Cytochrome c oxidase cbb3-type, subunit III,IPR008168:Cytochrome c, class IC,IPR009056:Cytochrome c domain,	PIRSF000006:cytochrome c oxidase, cbb3 type, FixP subunit,		KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0677~Repeat,KW-0812~Transmembrane,	KW-0349~Heme,KW-0408~Iron,			BINDING:Heme C 1; covalent,BINDING:Heme C 2; covalent,DOMAIN:Cytochrome c,METAL:Iron (heme C 1 axial ligand),METAL:Iron (heme C 2 axial ligand),TRANSMEM:Helical,
SMc01167	Chromosomal replication initiator protein DnaA(dnaA)	Sinorhizobium meliloti 1021	GO:0006270~DNA replication initiation,GO:0006275~regulation of DNA replication,	GO:0005737~cytoplasm,	GO:0003688~DNA replication origin binding,GO:0005524~ATP binding,	IPR001957:Chromosomal replication control, initiator DnaA,IPR003593:AAA+ ATPase domain,IPR010921:Trp repressor/replication initiator,IPR013159:Chromosomal replication initiator, DnaA C-terminal,IPR013317:Chromosomal replication control, initiator (DnaA)/regulator (Hda),IPR018312:Chromosomal replication control, initiator DnaA, conserved site,IPR020591:Chromosomal replication control, initiator DnaA-like,IPR024633:DnaA N-terminal domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00760:Bac_DnaA_C,	KW-0235~DNA replication,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0238~DNA-binding,		NP_BIND:ATP,
SMc01465	CreA family protein(SM2011_RS25315)	Sinorhizobium meliloti 2011				IPR010292:Uncharacterised protein family CreA,	PIRSF003174:protein CreA,				KW-0732~Signal,
SMa1207	Crp/Fnr family transcriptional regulator(SM2011_RS03285)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000595:Cyclic nucleotide-binding domain,IPR012318:Helix-turn-helix motif, Crp-type,IPR014710:RmlC-like jelly roll fold,IPR018490:Cyclic nucleotide-binding-like,		SM00100:cNMP,SM00419:HTH_CRP,					KW-0238~DNA-binding,		DOMAIN:Cyclic nucleotide-binding,DOMAIN:HTH crp-type,
SMc01188	D-alanyl-D-alanine carboxypeptidase(SM2011_RS22510)	Sinorhizobium meliloti 2011	GO:0008360~regulation of cell shape,GO:0009252~peptidoglycan biosynthetic process,GO:0071555~cell wall organization,	GO:0016021~integral component of membrane,	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity,	IPR001967:Peptidase S11, D-alanyl-D-alanine carboxypeptidase A, N-terminal,IPR012338:Beta-lactamase/transpeptidase-like,IPR012907:Peptidase S11, D-Ala-D-Ala carboxypeptidase A, C-terminal,IPR015956:Penicillin-binding protein-associated,IPR018044:Peptidase S11, D-alanyl-D-alanine carboxypeptidase A,		SM00936:SM00936,	KW-0133~Cell shape,KW-0573~Peptidoglycan synthesis,KW-0961~Cell wall biogenesis/degradation,KW-9998~Cell wall biogenesis/degradation,	KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,		KW-0378~Hydrolase,KW-0645~Protease,		DOMAIN:PBP5_C,
SMc00813	DHA2 family efflux MFS transporter permease subunit(SM2011_RS18185)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR004638:Drug resistance transporter EmrB/QacA subfamily,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:MFS,TRANSMEM:Helical,
SMc01190	DNA polymerase III subunit delta'(SM2011_RS22500)	Sinorhizobium meliloti 2011			GO:0003887~DNA-directed DNA polymerase activity,	IPR027417:P-loop containing nucleoside triphosphate hydrolase,							KW-0548~Nucleotidyltransferase,KW-0808~Transferase,
SMc01102	DNA recombination protein RmuC(SM2011_RS16440)	Sinorhizobium meliloti 2011	GO:0009432~SOS response,	GO:0016021~integral component of membrane,		IPR003798:DNA recombination RmuC,				KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Basic and acidic residues,REGION:Disordered,TRANSMEM:Helical,
SMa1672	DUF1269 domain-containing protein(SM2011_RS04580)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009200:Protein of unknown function DUF1269, membrane associated,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc01723	DUF1269 domain-containing protein(SM2011_RS16550)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009200:Protein of unknown function DUF1269, membrane associated,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc00995	DUF1489 family protein(SM2011_RS21515)	Sinorhizobium meliloti 2011				IPR008320:Uncharacterised conserved protein UCP032025,	PIRSF032025:uncharacterized conserved protein,
SMc01242	DUF1775 domain-containing protein(SM2011_RS22220)	Sinorhizobium meliloti 2011				IPR007410:DR1885-like metal-binding protein,IPR012533:GLE1, N-terminal, bacteria,IPR021174:Uncharacterised conserved protein UCP037139,	PIRSF037139:uncharacterized conserved protein,				KW-0732~Signal,				DOMAIN:DUF1775,
SMc02391	DUF2147 domain-containing protein(SM2011_RS19645)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR019223:Domain of unknown function DUF2147,				KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,				DOMAIN:DUF2147,
SMc00942	DUF2188 domain-containing protein(SM2011_RS22690)	Sinorhizobium meliloti 2011				IPR018691:Protein of unknown function DUF2188,
SMc01008	DUF2267 domain-containing protein(SM2011_RS21585)	Sinorhizobium meliloti 2011				IPR018727:Protein of unknown function DUF2267,
SMc00167	DUF2865 domain-containing protein(SM2011_RS23760)	Sinorhizobium meliloti 2011				IPR021293:Protein of unknown function DUF2865,					KW-0175~Coiled coil,KW-0732~Signal,				REGION:Disordered,
SMc01432	DUF87 domain-containing protein(SM2011_RS25145)	Sinorhizobium meliloti 2011				IPR002789:Domain of unknown function DUF87,IPR008571:Protein of unknown function DUF853, nucleotide triphosphate hydrolase, putative,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									COMPBIAS:Basic and acidic residues,DOMAIN:DUF87,REGION:Disordered,
SMc01509	DUF883 family protein(SM2011_RS26750)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Polar residues,DOMAIN:DUF883_C,REGION:Disordered,TRANSMEM:Helical,
SMc02123	DUF934 domain-containing protein(SM2011_RS21830)	Sinorhizobium meliloti 2011				IPR008318:Uncharacterised conserved protein UCP030820,	PIRSF030820:uncharacterized conserved protein,
SM_b21296	DUF982 domain-containing protein(SM2011_RS10630)	Sinorhizobium meliloti 2011				IPR010385:Protein of unknown function DUF982,
SM_b20291	DctM domain-containing protein(SM_b20291)	Sinorhizobium meliloti 1021		GO:0016021~integral component of membrane,		IPR010656:TRAP C4-dicarboxylate transport system permease DctM subunit,IPR011853:TRAP transporter, 4TM/12TM fusion protein,IPR021814:Protein of unknown function DUF3394,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:DctM,TRANSMEM:Helical,
SMc01280	DegQ family serine endoprotease(SM2011_RS21380)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,	GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,	IPR001478:PDZ domain,IPR001940:Peptidase S1C,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR011782:Peptidase S1C, Do,		SM00228:PDZ,	KW-0346~Stress response,		KW-0677~Repeat,KW-0732~Signal,		KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		ACT_SITE:Charge relay system,DOMAIN:PDZ,
SMc02174	DoxX family protein(SM2011_RS16715)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SMc00952	DsbA family protein(SM2011_RS22740)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0016853~isomerase activity,	IPR001853:DSBA-like thioredoxin domain,							KW-0413~Isomerase,		DOMAIN:DSBA,
SMc01312	Elongation factor G(fusA)	Sinorhizobium meliloti 1021		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000640:Translation elongation factor EFG, V domain,IPR000795:Elongation factor, GTP-binding domain,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004540:Translation elongation factor EFG/EF2,IPR005225:Small GTP-binding protein domain,IPR005517:Translation elongation factor EFG/EF2, domain IV,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009022:Elongation factor G, III-V domain,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00838:SM00838,SM00889:SM00889,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:tr-type G,NP_BIND:GTP,
SMc04204	FecR family protein(SM2011_RS24720)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR006860:FecR protein,IPR012373:Fe(2+)-dicitrate sensor, transmembrane component,	PIRSF018266:Fe(2+)-dicitrate sensor, transmembrane component,			KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:DUF4880,DOMAIN:FecR,TRANSMEM:Helical,
SMc04112	Flp pilus assembly protein CpaB(cpaB)	Sinorhizobium meliloti 2011				IPR013974:SAF domain,IPR017592:Pilus assembly, Flp-type CpaB,		SM00858:SM00858,							DOMAIN:SAF,
SMc00156	GFA family protein(SM2011_RS23815)	Sinorhizobium meliloti 2011			GO:0016846~carbon-sulfur lyase activity,GO:0046872~metal ion binding,	IPR006913:Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,IPR011057:Mss4-like,						KW-0479~Metal-binding,			DOMAIN:CENP-V/GFA,
SMc01464	GGDEF domain-containing protein(SM2011_RS25310)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000160:GGDEF domain,		SM00267:DUF1,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:GGDEF,TRANSMEM:Helical,
SMa1176	GNAT family N-acetyltransferase(SM2011_RS03205)	Sinorhizobium meliloti 2011			GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,									DOMAIN:N-acetyltransferase,
SMc01005	GTP cyclohydrolase I FolE(folE)	Sinorhizobium meliloti 2011	GO:0006730~one-carbon metabolic process,GO:0035998~7,8-dihydroneopterin 3'-triphosphate biosynthetic process,GO:0046654~tetrahydrofolate biosynthetic process,		GO:0003934~GTP cyclohydrolase I activity,GO:0005525~GTP binding,GO:0008270~zinc ion binding,	IPR001474:GTP cyclohydrolase I,IPR018234:GTP cyclohydrolase I, conserved site,IPR020602:GTP cyclohydrolase I/Nitrile oxidoreductase,			KW-0554~One-carbon metabolism,			KW-0342~GTP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0378~Hydrolase,		DOMAIN:GTP_cyclohydroI,METAL:Zinc,
SMc01036	GlsB/YeaQ/YmgE family stress response membrane protein(SM2011_RS21725)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR007341:Transglycosylase-associated protein,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SMc02777	GntR family transcriptional regulator(SM2011_RS14395)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:FCD,
SMc00059	HAMP domain-containing histidine kinase(SM2011_RS19415)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,GO:0005524~ATP binding,	IPR000700:PAS-associated, C-terminal,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,		SM00387:HATPase_c,SM00388:HisKA,	KW-0902~Two-component regulatory system,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,DOMAIN:PAC,REGION:Disordered,TRANSMEM:Helical,
SMc02559	HD family hydrolase(SM2011_RS19940)	Sinorhizobium meliloti 2011										KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,
SMc02369	Histidine kinase(SMc02369)	Sinorhizobium meliloti 1021		GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,	IPR000014:PAS domain,IPR000700:PAS-associated, C-terminal,IPR001610:PAC motif,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013655:PAS fold-3,		SM00086:PAC,SM00387:HATPase_c,SM00388:HisKA,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,DOMAIN:PAC,TRANSMEM:Helical,
SMc00191	Hpt domain-containing protein(SM2011_RS23630)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR008207:Signal transduction histidine kinase, phosphotransfer (Hpt) domain,					KW-0175~Coiled coil,				DOMAIN:HPt,
SMc04040	Hsp20 family protein(SM2011_RS28745)	Sinorhizobium meliloti 2011				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,			KW-0346~Stress response,						DOMAIN:SHSP,
SM_b21294	Hsp20/alpha crystallin family protein(SM2011_RS10620)	Sinorhizobium meliloti 2011				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,			KW-0346~Stress response,						DOMAIN:SHSP,
SMc02376	Hsp70 family protein(SM2011_RS19570)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,	IPR013126:Heat shock protein 70 family,IPR018181:Heat shock protein 70, conserved site,			KW-0346~Stress response,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,
SMc03298	IS66 family transposase(SM2011_RS30395)	Sinorhizobium meliloti 2011				IPR004291:Transposase, IS66,IPR024463:Transposase TnpC, homeodomain,IPR024474:Transposase IS66, predicted helix-turn-helix domain,									DOMAIN:DDE_Tnp_IS66,DOMAIN:DDE_Tnp_IS66_C,DOMAIN:LZ_Tnp_IS66,DOMAIN:zf-IS66,
SMc01374	L,D-transpeptidase family protein(SM2011_RS20895)	Sinorhizobium meliloti 2011	GO:0009252~peptidoglycan biosynthetic process,		GO:0016740~transferase activity,	IPR002477:Peptidoglycan binding-like,IPR005490:L,D-transpeptidase catalytic domain,IPR016915:Uncharacterised conserved protein UCP029342,	PIRSF029342:uncharacterized protein with ErfK/YbiS/YcfS/YnhG domain,				KW-0732~Signal,		KW-0808~Transferase,		DOMAIN:PG_binding_1,DOMAIN:YkuD,REGION:Disordered,
SMc02599	L-aspartate oxidase(SM2011_RS19895)	Sinorhizobium meliloti 2011	GO:0009435~NAD biosynthetic process,	GO:0005737~cytoplasm,	GO:0008734~L-aspartate oxidase activity,GO:0044318~L-aspartate:fumarate oxidoreductase activity,	IPR003953:FAD binding domain,IPR005288:L-aspartate oxidase,IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal,IPR027477:Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain,			KW-0662~Pyridine nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,KW-0547~Nucleotide-binding,	KW-0560~Oxidoreductase,		ACT_SITE:Proton donor/acceptor,BINDING:FAD,DOMAIN:FAD_binding_2,DOMAIN:Succ_DH_flav_C,NP_BIND:FAD,SITE:Important in orienting the L-aspartate substrate,
SMc01256	L-serine ammonia-lyase(SM2011_RS21510)	Sinorhizobium meliloti 2011	GO:0006094~gluconeogenesis,		GO:0003941~L-serine ammonia-lyase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR004644:Iron-sulphur-dependent L-serine dehydratase single chain form,IPR005130:Serine dehydratase-like, alpha subunit,IPR005131:Serine dehydratase beta chain,			KW-0312~Gluconeogenesis,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,	KW-0456~Lyase,		DOMAIN:SDH_alpha,DOMAIN:SDH_beta,
SMc00195	LTA synthase family protein(SM2011_RS23795)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0008484~sulfuric ester hydrolase activity,	IPR000917:Sulfatase,IPR017850:Alkaline-phosphatase-like, core domain,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0378~Hydrolase,KW-0808~Transferase,		DOMAIN:Sulfatase,TRANSMEM:Helical,
SMc03165	LacI family DNA-binding transcriptional regulator(SM2011_RS29115)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000843:Transcription regulator HTH, LacI,IPR010982:Lambda repressor-like, DNA-binding domain,IPR025997:Periplasmic binding protein domain,		SM00354:HTH_LACI,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH lacI-type,
SMc02504	Lrp/AsnC family transcriptional regulator(SM2011_RS29825)	Sinorhizobium meliloti 2011			GO:0043565~sequence-specific DNA binding,	IPR000485:AsnC-type HTH domain,IPR011008:Dimeric alpha-beta barrel,IPR019887:Transcription regulator AsnC-type, C-terminal,IPR019888:Transcription regulator AsnC-type,		SM00344:HTH_ASNC,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH asnC-type,
SMc01851	LysE family translocator(SM2011_RS25535)	Sinorhizobium meliloti 2011	GO:0006865~amino acid transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR001123:Lysine-type exporter protein (LYSE/YGGA),	PIRSF006324:amino acid efflux protein, LeuE type,			KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
