ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc04112	Flp pilus assembly protein CpaB(cpaB)	Sinorhizobium meliloti 2011				IPR013974:SAF domain,IPR017592:Pilus assembly, Flp-type CpaB,		SM00858:SM00858,							DOMAIN:SAF,
SMc00156	GFA family protein(SM2011_RS23815)	Sinorhizobium meliloti 2011			GO:0016846~carbon-sulfur lyase activity,GO:0046872~metal ion binding,	IPR006913:Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,IPR011057:Mss4-like,						KW-0479~Metal-binding,			DOMAIN:CENP-V/GFA,
SMc01464	GGDEF domain-containing protein(SM2011_RS25310)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000160:GGDEF domain,		SM00267:DUF1,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:GGDEF,TRANSMEM:Helical,
SMc01005	GTP cyclohydrolase I FolE(folE)	Sinorhizobium meliloti 2011	GO:0006730~one-carbon metabolic process,GO:0035998~7,8-dihydroneopterin 3'-triphosphate biosynthetic process,GO:0046654~tetrahydrofolate biosynthetic process,		GO:0003934~GTP cyclohydrolase I activity,GO:0005525~GTP binding,GO:0008270~zinc ion binding,	IPR001474:GTP cyclohydrolase I,IPR018234:GTP cyclohydrolase I, conserved site,IPR020602:GTP cyclohydrolase I/Nitrile oxidoreductase,			KW-0554~One-carbon metabolism,			KW-0342~GTP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0378~Hydrolase,		DOMAIN:GTP_cyclohydroI,METAL:Zinc,
SMc00059	HAMP domain-containing histidine kinase(SM2011_RS19415)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,GO:0005524~ATP binding,	IPR000700:PAS-associated, C-terminal,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,		SM00387:HATPase_c,SM00388:HisKA,	KW-0902~Two-component regulatory system,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,DOMAIN:PAC,REGION:Disordered,TRANSMEM:Helical,
SMc02559	HD family hydrolase(SM2011_RS19940)	Sinorhizobium meliloti 2011										KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,
SMc00191	Hpt domain-containing protein(SM2011_RS23630)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR008207:Signal transduction histidine kinase, phosphotransfer (Hpt) domain,					KW-0175~Coiled coil,				DOMAIN:HPt,
SMc04040	Hsp20 family protein(SM2011_RS28745)	Sinorhizobium meliloti 2011				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,			KW-0346~Stress response,						DOMAIN:SHSP,
SM_b21294	Hsp20/alpha crystallin family protein(SM2011_RS10620)	Sinorhizobium meliloti 2011				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,			KW-0346~Stress response,						DOMAIN:SHSP,
SMc02376	Hsp70 family protein(SM2011_RS19570)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,	IPR013126:Heat shock protein 70 family,IPR018181:Heat shock protein 70, conserved site,			KW-0346~Stress response,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,
SMc01374	L,D-transpeptidase family protein(SM2011_RS20895)	Sinorhizobium meliloti 2011	GO:0009252~peptidoglycan biosynthetic process,		GO:0016740~transferase activity,	IPR002477:Peptidoglycan binding-like,IPR005490:L,D-transpeptidase catalytic domain,IPR016915:Uncharacterised conserved protein UCP029342,	PIRSF029342:uncharacterized protein with ErfK/YbiS/YcfS/YnhG domain,				KW-0732~Signal,		KW-0808~Transferase,		DOMAIN:PG_binding_1,DOMAIN:YkuD,REGION:Disordered,
SMc02599	L-aspartate oxidase(SM2011_RS19895)	Sinorhizobium meliloti 2011	GO:0009435~NAD biosynthetic process,	GO:0005737~cytoplasm,	GO:0008734~L-aspartate oxidase activity,GO:0044318~L-aspartate:fumarate oxidoreductase activity,	IPR003953:FAD binding domain,IPR005288:L-aspartate oxidase,IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal,IPR027477:Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain,			KW-0662~Pyridine nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,KW-0547~Nucleotide-binding,	KW-0560~Oxidoreductase,		ACT_SITE:Proton donor/acceptor,BINDING:FAD,DOMAIN:FAD_binding_2,DOMAIN:Succ_DH_flav_C,NP_BIND:FAD,SITE:Important in orienting the L-aspartate substrate,
SMc01256	L-serine ammonia-lyase(SM2011_RS21510)	Sinorhizobium meliloti 2011	GO:0006094~gluconeogenesis,		GO:0003941~L-serine ammonia-lyase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR004644:Iron-sulphur-dependent L-serine dehydratase single chain form,IPR005130:Serine dehydratase-like, alpha subunit,IPR005131:Serine dehydratase beta chain,			KW-0312~Gluconeogenesis,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,	KW-0456~Lyase,		DOMAIN:SDH_alpha,DOMAIN:SDH_beta,
SMc00195	LTA synthase family protein(SM2011_RS23795)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0008484~sulfuric ester hydrolase activity,	IPR000917:Sulfatase,IPR017850:Alkaline-phosphatase-like, core domain,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0378~Hydrolase,KW-0808~Transferase,		DOMAIN:Sulfatase,TRANSMEM:Helical,
SMc02060	LysM peptidoglycan-binding domain-containing protein(SM2011_RS22150)	Sinorhizobium meliloti 2011				IPR011055:Duplicated hybrid motif,IPR016047:Peptidase M23,IPR018392:Peptidoglycan-binding lysin domain,		SM00257:LysM,			KW-0732~Signal,			KW-0449~Lipoprotein,	COMPBIAS:Polar residues,DOMAIN:LysM,REGION:Disordered,
SMc00276	MBL fold metallo-hydrolase(SM2011_RS23045)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0016788~hydrolase activity, acting on ester bonds,GO:0050313~sulfur dioxygenase activity,	IPR001279:Beta-lactamase-like,		SM00849:SM00849,					KW-0378~Hydrolase,		DOMAIN:Lactamase_B,
SMc01260	MerR family DNA-binding transcriptional regulator(SM2011_RS21490)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000551:Transcription regulator HTH, MerR,IPR009061:DNA binding domain, putative,		SM00422:HTH_MERR,			KW-0175~Coiled coil,		KW-0238~DNA-binding,		DOMAIN:HTH merR-type,
SM_b22017	Mutated LacI family transcriptional regulator(SM_b22017)	Sinorhizobium meliloti 1021	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000843:Transcription regulator HTH, LacI,IPR010982:Lambda repressor-like, DNA-binding domain,		SM00354:HTH_LACI,							COMPBIAS:Basic and acidic residues,DOMAIN:HTH lacI-type,REGION:Disordered,
SM_b21584	N-formylglutamate amidohydrolase(SM2011_RS11705)	Sinorhizobium meliloti 2011			GO:0016787~hydrolase activity,	IPR007709:N-formylglutamate amidohydrolase,							KW-0378~Hydrolase,
SMc01917	NADH-quinone oxidoreductase subunit NuoE(nuoE)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,GO:0048038~quinone binding,GO:0051537~2 iron, 2 sulfur cluster binding,	IPR002023:Thioredoxin-like 2Fe-2S ferredoxin,	PIRSF000216:NADH dehydrogenase [ubiquinone] (complex I), flavoprotein 2/NADH:quinone oxidoreductase (complex I), NuoE subunit,					KW-0001~2Fe-2S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0520~NAD,KW-0830~Ubiquinone,	KW-0560~Oxidoreductase,KW-1278~Translocase,	KW-0874~Quinone,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,METAL:Iron-sulfur (2Fe-2S),REGION:Disordered,
SMc00141	OmpA-like domain-containing protein(SMc00141)	Sinorhizobium meliloti 1021		GO:0016020~membrane,		IPR006665:Outer membrane protein, OmpA/MotB, C-terminal,				KW-0472~Membrane,					COMPBIAS:Basic and acidic residues,DOMAIN:OmpA-like,REGION:Disordered,
SMc00776	PAS domain S-box protein(SM2011_RS17975)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0000155~phosphorelay sensor kinase activity,	IPR000014:PAS domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013767:PAS fold,		SM00091:PAS,SM00387:HATPase_c,SM00388:HisKA,			KW-0175~Coiled coil,		KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DOMAIN:Histidine kinase,DOMAIN:PAS,REGION:Disordered,
SMc03137	PIN domain-containing protein(SM2011_RS29410)	Sinorhizobium meliloti 2011				IPR002716:PIN domain,									DOMAIN:PINc,
SMc00999	PilZ domain-containing protein(SM2011_RS21540)	Sinorhizobium meliloti 2011			GO:0035438~cyclic-di-GMP binding,	IPR009875:PilZ domain,									DOMAIN:PilZ,
SMc01370	PleD family two-component system response regulator(SM2011_RS20915)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0051301~cell division,			IPR000160:GGDEF domain,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00267:DUF1,SM00448:REC,	KW-0131~Cell cycle,KW-0132~Cell division,					KW-0597~Phosphoprotein,	DOMAIN:GGDEF,DOMAIN:Response regulatory,
SMc04290	Probable amidase(SMc04290)	Sinorhizobium meliloti 1021			GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,	IPR004304:Acetamidase/Formamidase,							KW-0378~Hydrolase,
SMc02062	Protein-L-isoaspartate O-methyltransferase(pcm)	Sinorhizobium meliloti 1021		GO:0005737~cytoplasm,	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,	IPR000682:Protein-L-isoaspartate(D-aspartate) O-methyltransferase,				KW-0963~Cytoplasm,		KW-0949~S-adenosyl-L-methionine,	KW-0489~Methyltransferase,KW-0808~Transferase,
SMc02558	Putative aminomethyltransferase(SMc02558)	Sinorhizobium meliloti 1021	GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR006222:Glycine cleavage T-protein, N-terminal,IPR017703:YgfZ/GcvT conserved site,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1,				KW-0496~Mitochondrion,	KW-0175~Coiled coil,KW-0809~Transit peptide,		KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:GCV_T,
SM_b20595	Putative cell division protein FtsK like protein(ftsK2)	Sinorhizobium meliloti 1021	GO:0051301~cell division,		GO:0003677~DNA binding,GO:0005524~ATP binding,	IPR002543:Cell division protein FtsK/SpoIIIE,IPR003593:AAA+ ATPase domain,IPR018541:DNA translocase FtsK gamma,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00843:SM00843,	KW-0131~Cell cycle,KW-0132~Cell division,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0238~DNA-binding,		DOMAIN:FtsK,NP_BIND:ATP,
SMc00916	Putative glutathione S-transferase(gst11)	Sinorhizobium meliloti 1021	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,							KW-0808~Transferase,		DOMAIN:GST N-terminal,REGION:Disordered,
SMc04109	Putative response regulator(cpaE1)	Sinorhizobium meliloti 1021				IPR011006:CheY-like superfamily,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									REGION:Disordered,
SM_b21208	Putative transcriptional regulator, TetR family protein(SM_b21208)	Sinorhizobium meliloti 1021			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR015292:Transcription regulator YbiH, C-terminal,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,
SMc01563	RNA polymerase sigma factor RpoD(rpoD)	Sinorhizobium meliloti 2011	GO:0001123~transcription initiation from bacterial-type RNA polymerase promoter,	GO:0005737~cytoplasm,	GO:0003677~DNA binding,GO:0016987~sigma factor activity,	IPR000943:RNA polymerase sigma-70,IPR007127:RNA polymerase sigma factor 70, region 1.1,IPR007624:RNA polymerase sigma-70 region 3,IPR007627:RNA polymerase sigma-70 region 2,IPR007630:RNA polymerase sigma-70 region 4,IPR007631:RNA polymerase sigma factor 70, non-essential domain,IPR009042:RNA polymerase sigma-70 region 1.2,IPR012760:RNA polymerase sigma factor RpoD, C-terminal,IPR013324:RNA polymerase sigma factor, region 3/4,IPR013325:RNA polymerase sigma factor, region 2,IPR014284:RNA polymerase sigma-70 like domain,			KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,		KW-0238~DNA-binding,KW-0731~Sigma factor,		COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DNA_BIND:H-T-H motif,DOMAIN:RNA_pol_sigma70,MOTIF:Interaction with polymerase core subunit RpoC,REGION:Disordered,REGION:Sigma-70 factor domain-2,REGION:Sigma-70 factor domain-3,REGION:Sigma-70 factor domain-4,
SMc01419	RNA polymerase sigma factor(SM2011_RS25085)	Sinorhizobium meliloti 2011	GO:0006352~DNA-templated transcription, initiation,		GO:0003677~DNA binding,GO:0016987~sigma factor activity,	IPR007627:RNA polymerase sigma-70 region 2,IPR013249:RNA polymerase sigma factor 70, region 4 type 2,IPR013324:RNA polymerase sigma factor, region 3/4,IPR013325:RNA polymerase sigma factor, region 2,IPR014284:RNA polymerase sigma-70 like domain,									DOMAIN:Sigma70_r2,DOMAIN:Sigma70_r4_2,REGION:Disordered,
SMc00469	RNA polymerase-binding transcription factor DksA(dksA)	Sinorhizobium meliloti 1021	GO:0010468~regulation of gene expression,	GO:0005737~cytoplasm,	GO:0008270~zinc ion binding,	IPR000962:Zinc finger, DksA/TraR C4-type,IPR012784:RNA polymerase-binding transcription factor DksA,IPR020458:Zinc finger, DksA/TraR C4-type conserved site,				KW-0963~Cytoplasm,		KW-0862~Zinc,			DOMAIN:DksA C4-type,ZN_FING:dksA C4-type,
SM_b21157	RidA family protein(SM2011_RS10745)	Sinorhizobium meliloti 2011				IPR006175:YjgF/Yer057p/UK114 family,
SMc01275	RluA family pseudouridine synthase(SM2011_RS21405)	Sinorhizobium meliloti 2011	GO:0001522~pseudouridine synthesis,		GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016829~lyase activity,	IPR002942:RNA-binding S4 domain,IPR006145:Pseudouridine synthase, RsuA/RluB/C/D/E/F,IPR006224:Pseudouridine synthase, RluC/RluD, conserved site,IPR006225:Pseudouridine synthase, RluC/RluD,IPR020103:Pseudouridine synthase, catalytic domain,							KW-0413~Isomerase,KW-0456~Lyase,		DOMAIN:PseudoU_synth_2,REGION:Disordered,
SMc00165	SDR family oxidoreductase(SM2011_RS23770)	Sinorhizobium meliloti 2011			GO:0004316~3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,GO:0016491~oxidoreductase activity,GO:0102132~3-oxo-pimeloyl-[acp] methyl ester reductase activity,	IPR002347:Glucose/ribitol dehydrogenase,IPR020904:Short-chain dehydrogenase/reductase, conserved site,							KW-0560~Oxidoreductase,
SMc02553	SOS response-associated peptidase(SM2011_RS19970)	Sinorhizobium meliloti 2011	GO:0006974~cellular response to DNA damage stimulus,GO:0018142~protein-DNA covalent cross-linking,		GO:0003697~single-stranded DNA binding,GO:0008233~peptidase activity,	IPR003738:Protein of unknown function DUF159,			KW-0227~DNA damage,				KW-0238~DNA-binding,KW-0378~Hydrolase,KW-0645~Protease,	KW-0190~Covalent protein-DNA linkage,	REGION:Disordered,
SMc02072	SPOR domain-containing protein(SM2011_RS22090)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0042834~peptidoglycan binding,	IPR007730:Sporulation-related domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:SPOR,REGION:Disordered,
SMc00302	SUF system Fe-S cluster assembly protein(SM2011_RS23215)	Sinorhizobium meliloti 2011				IPR002744:Domain of unknown function DUF59,IPR014291:SUF system FeS cluster assembly associated,									DOMAIN:FeS_assembly_P,
SMc04289	TRAP transporter substrate-binding protein(SM2011_RS24805)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0031317~tripartite ATP-independent periplasmic transporter complex,GO:0042597~periplasmic space,	GO:0046872~metal ion binding,	IPR006311:Twin-arginine translocation pathway, signal sequence,IPR018389:Tripartite ATP-independent periplasmic transporter,IPR019546:Twin-arginine translocation pathway, signal sequence, bacterial/archaeal,IPR026289:Solute binding protein, mannitol/chloroaromatic system-like,	PIRSF039026:solute binding protein, SiaP type,		KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,				BINDING:Substrate,METAL:Metal cation,METAL:Metal cation; via carbonyl oxygen,
SMc01010	Threonine--tRNA ligase(thrS)	Sinorhizobium meliloti 1021	GO:0006435~threonyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0004829~threonine-tRNA ligase activity,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002320:Threonine-tRNA ligase, class IIa,IPR004095:TGS,IPR004154:Anticodon-binding,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR012675:Beta-grasp domain,IPR012676:TGS-like,IPR012947:Threonyl/alanyl tRNA synthetase, SAD,IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain,		SM00863:SM00863,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,KW-0694~RNA-binding,KW-0820~tRNA-binding,		DOMAIN:TGS,METAL:Zinc,METAL:Zinc; via pros nitrogen,METAL:Zinc; via tele nitrogen,REGION:Catalytic,
SMc01657	TonB-dependent siderophore receptor(SM2011_RS25930)	Sinorhizobium meliloti 2011		GO:0009279~cell outer membrane,	GO:0015344~siderophore uptake transmembrane transporter activity,GO:0038023~signaling receptor activity,	IPR000531:TonB-dependent receptor, beta-barrel,IPR010105:TonB-dependent siderophore receptor,IPR012910:TonB-dependent receptor, plug,				KW-0472~Membrane,KW-0998~Cell outer membrane,	KW-0732~Signal,KW-0798~TonB box,		KW-0675~Receptor,		DOMAIN:Plug,DOMAIN:TonB_dep_Rec,
SMc01225	Transcription regulator LysR family(lsrB)	Sinorhizobium meliloti 1021			GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,									DOMAIN:HTH lysR-type,
SMc01420	Transmembrane regulator (Anti-sigma factor)(SMc01420)	Sinorhizobium meliloti 1021		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				REGION:Disordered,
SMc02093	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase(lpxD)	Sinorhizobium meliloti 2011	GO:0009245~lipid A biosynthetic process,		GO:0016410~N-acyltransferase activity,	IPR001451:Bacterial transferase hexapeptide repeat,IPR007691:UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,IPR011004:Trimeric LpxA-like,IPR018357:Hexapeptide transferase, conserved site,IPR020573:UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, non-repeat region,			KW-0441~Lipid A biosynthesis,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,		KW-0677~Repeat,		KW-0012~Acyltransferase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,DOMAIN:LpxD,
SMc00517	XdhC family protein(SM2011_RS23310)	Sinorhizobium meliloti 2011				IPR003777:XdhC- CoxI,									DOMAIN:XdhC_CoxI,
SMc04278	acyl carrier protein(SM2011_RS24260)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,GO:0009245~lipid A biosynthetic process,GO:0036104~Kdo2-lipid A biosynthetic process,	GO:0005737~cytoplasm,		IPR003231:Acyl carrier protein (ACP),IPR006162:Phosphopantetheine attachment site,IPR009081:Acyl carrier protein-like,			KW-0275~Fatty acid biosynthesis,KW-0276~Fatty acid metabolism,KW-0441~Lipid A biosynthesis,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,	KW-0963~Cytoplasm,				KW-0596~Phosphopantetheine,KW-0597~Phosphoprotein,	DOMAIN:Carrier,
SMc00977	acyl-CoA dehydrogenase(SM2011_RS18770)	Sinorhizobium meliloti 2011			GO:0003995~acyl-CoA dehydrogenase activity,GO:0008470~isovaleryl-CoA dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR006089:Acyl-CoA dehydrogenase, conserved site,IPR006091:Acyl-CoA oxidase/dehydrogenase, central domain,IPR009075:Acyl-CoA dehydrogenase/oxidase C-terminal,IPR009100:Acyl-CoA dehydrogenase/oxidase,IPR013786:Acyl-CoA dehydrogenase/oxidase, N-terminal,IPR025878:Acetyl-CoA dehydrogenase-like C-terminal domain,						KW-0274~FAD,	KW-0560~Oxidoreductase,		DOMAIN:Acyl-CoA_dh_1,DOMAIN:Acyl-CoA_dh_C,DOMAIN:Acyl-CoA_dh_M,DOMAIN:Acyl-CoA_dh_N,
SMc01288	adenylate kinase(SM2011_RS21345)	Sinorhizobium meliloti 2011	GO:0044209~AMP salvage,	GO:0005737~cytoplasm,	GO:0004017~adenylate kinase activity,GO:0005524~ATP binding,	IPR000850:Adenylate kinase,IPR006259:Adenylate kinase subfamily,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0545~Nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,		BINDING:AMP,BINDING:ATP,BINDING:ATP; via carbonyl oxygen,NP_BIND:AMP,NP_BIND:ATP,REGION:LID,REGION:NMP,
SMc01169	alanine dehydrogenase(ald)	Sinorhizobium meliloti 2011	GO:0042853~L-alanine catabolic process,		GO:0000166~nucleotide binding,GO:0000286~alanine dehydrogenase activity,	IPR007698:Alanine dehydrogenase/PNT, NAD(H)-binding domain,IPR007886:Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal,IPR008141:Alanine dehydrogenase/pyridine nucleotide transhydrogenase,IPR008143:Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2,	PIRSF000183:alanine dehydrogenase,	SM01002:SM01002,SM01003:SM01003,				KW-0520~NAD,KW-0547~Nucleotide-binding,			ACT_SITE:Proton donor/acceptor,BINDING:NAD,BINDING:Substrate,DOMAIN:AlaDh_PNT_C,DOMAIN:AlaDh_PNT_N,NP_BIND:NAD,
SMc00475	alanine--tRNA ligase(alaS)	Sinorhizobium meliloti 2011	GO:0006419~alanyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0004813~alanine-tRNA ligase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,	IPR002318:Alanine-tRNA ligase, class IIc,IPR003156:Phosphoesterase, DHHA1,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR012947:Threonyl/alanyl tRNA synthetase, SAD,IPR018162:Alanine-tRNA ligase, class IIc, anti-codon-binding domain,IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain,IPR018164:Alanyl-tRNA synthetase, class IIc, N-terminal,IPR018165:Alanyl-tRNA synthetase, class IIc, core domain,IPR023033:Alanine-tRNA ligase, eukaryota/bacteria,		SM00863:SM00863,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,KW-0694~RNA-binding,KW-0820~tRNA-binding,		DOMAIN:AA_TRNA_LIGASE_II_ALA,METAL:Zinc,
SMc00235	anthranilate phosphoribosyltransferase(trpD)	Sinorhizobium meliloti 2011	GO:0000162~tryptophan biosynthetic process,		GO:0000287~magnesium ion binding,GO:0004048~anthranilate phosphoribosyltransferase activity,	IPR000312:Glycosyl transferase, family 3,IPR005940:Anthranilate phosphoribosyl transferase,IPR017459:Glycosyl transferase family 3, N-terminal domain,			KW-0028~Amino-acid biosynthesis,KW-0057~Aromatic amino acid biosynthesis,KW-0822~Tryptophan biosynthesis,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0328~Glycosyltransferase,KW-0808~Transferase,		BINDING:Anthranilate 1,BINDING:Anthranilate 1; via carbonyl oxygen,BINDING:Anthranilate 2,BINDING:Phosphoribosylpyrophosphate,BINDING:Phosphoribosylpyrophosphate; via amide nitrogen,DOMAIN:Glycos_trans_3N,DOMAIN:Glycos_transf_3,METAL:Magnesium 1,METAL:Magnesium 2,REGION:Phosphoribosylpyrophosphate binding,
SM_b20652	asparagine synthase (glutamine-hydrolyzing)(asnB)	Sinorhizobium meliloti 2011	GO:0006529~asparagine biosynthetic process,GO:0006541~glutamine metabolic process,		GO:0004066~asparagine synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,	IPR001962:Asparagine synthase,IPR006426:Asparagine synthase, glutamine-hydrolyzing,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR017932:Glutamine amidotransferase type 2 domain,	PIRSF001589:asparagine synthetase [glutamine-hydrolyzing],		KW-0028~Amino-acid biosynthesis,KW-0061~Asparagine biosynthesis,				KW-0436~Ligase,		ACT_SITE:For GATase activity,BINDING:ATP; via amide nitrogen and carbonyl oxygen,BINDING:Glutamine,DOMAIN:Glutamine amidotransferase type-2,SITE:Important for beta-aspartyl-AMP intermediate formation,
SMc04277	beta-hydroxyacyl-ACP dehydratase(SM2011_RS24255)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0016829~lyase activity,	IPR013114:Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase, FabA/FabZ,				KW-0472~Membrane,	KW-0812~Transmembrane,		KW-0456~Lyase,
